Country,Year,LE_at_birth,Doctors_Per_10000,Access_to_Electricity,Gender_Development_Index,Gender_Inequality_Index,Human_Development_Index,Health_Care_Index,Crime_Index
Grenada,2006,73.7,0.622,87.9,0.962219786,0.415682968,0.765,69.8650632,48.73623973
Greenland,2006,68.61658537,3.363357064,100,0.990075513,0.238021057,0.765932408,55.0627975,40.13399213
Guatemala,2006,69.812,0.769953096,83.7,0.902,0.574,0.581,57.09801017,55.20583913
Guam,2006,77.136,3.092998958,100,0.980541564,0.201940286,0.814687707,57.85784781,39.28139451
Guyana,2006,65.667,0.450014908,73.4,0.942,0.526,0.631,66.75195905,45.44413514
High income,2006,77.50981274,2.5785013,99.58737409,0.973984144,0.350044222,0.782914903,62.84621372,53.75149147
Hong Kong,2006,82.38487805,3.549785599,100,0.958,0.120317852,0.887,69.49854544,32.71683588
Honduras,2006,70.261,0.499888291,71.3,0.957,0.474,0.581,66.3684874,46.35654284
Heavily indebted poor countries (HIPC),2006,56.23362067,0.113927301,24.32418061,0.840517772,0.650555277,0.41979038,47.50422565,75.60558073
Croatia,2006,75.83682927,2.547,99.8,0.977,0.154,0.811,56.92313342,39.12848885
Haiti,2006,60.763,0.150741235,33.9,0.862641793,0.627,0.494,49.02871365,67.73991884
Hungary,2006,73.09756098,3.04,99.9,1,0.246,0.814,56.04898091,42.53075599
IBRD only,2006,70.28729754,1.222398402,88.16127733,0.946629958,0.494267849,0.659941221,63.92851935,50.25319601
IDA & IBRD total,2006,67.71744148,0.495297288,77.96104661,0.931544001,0.505793133,0.613545644,67.00614428,43.92741643
IDA total,2006,59.23873614,0.196130663,43.95630979,0.896899488,0.565237224,0.485126092,55.50827744,57.07449347
IDA blend,2006,57.83625848,0.304763602,61.21262604,0.831228411,0.642942934,0.483894936,51.14149741,69.43232001
Indonesia,2006,67.914,1.009999976,90.6,0.906,0.542,0.639,57.45350156,54.91177151
IDA only,2006,59.9426398,0.16635708,35.15896343,0.844502717,0.648107407,0.471086612,49.77930456,71.55882544
Isle of Man,2006,78.191,2.550038964,100,0.979419981,0.305546965,0.798868401,60.14810032,55.72851717
India,2006,65.412,0.423689097,67.9,0.79,0.61,0.543,52.59378216,64.53783858
Ireland,2006,79.24146341,3.66,100,0.982,0.181,0.891,65.38067764,34.82505566
Iran,2006,72.276,0.531,98.4,0.874,0.51,0.727,55.86200344,52.75798774
Iraq,2006,63.587,0.768305309,97.6,0.798,0.62,0.604,51.88398456,63.67929586
Iceland,2006,81.15853659,3.601,100,0.982,0.107,0.903,66.80404957,35.34237478
Israel,2006,80.55365854,3.599,100,0.972,0.169,0.874,62.33789953,38.65137467
Italy,2006,81.28292683,3.706,100,0.963,0.142,0.873,62.4721717,36.22916581
Jamaica,2006,71.199,1.477028186,88.7,0.988,0.434,0.694,63.16655453,54.79309312
Jordan,2006,73.145,2.259,100,0.866,0.509,0.722,56.61486034,51.80565809
Japan,2006,82.32195122,2.083,100,0.96,0.138,0.892,76.80780762,23.06769077
Kazakhstan,2006,66.15,3.635,99.8,1.017,0.348,0.752,53.84880707,53.64784942
Kenya,2006,58.222,0.15725779,26.4,0.893,0.64,0.525,50.2524265,70.41750818
Kyrgyz Republic,2006,67.69512195,2.392,98.9,0.964203363,0.365353559,0.70121685,66.46876082,53.52387536
Cambodia,2006,65.059,0.155559627,27.5,0.873,0.562,0.51,54.82822752,52.14178485
Kiribati,2006,64.906,0.437329781,68.8,0.88114082,0.565639525,0.586,56.63531516,57.12313595
St. Kitts and Nevis,2006,71.288,1.396762014,96.7,0.964179254,0.452650224,0.712416353,70.22118131,54.4756665
South Korea,2006,78.66829268,1.7,100,0.932,0.104,0.866,66.68523154,25.78953002
Kuwait,2006,76.887,1.461,100,1.012,0.355,0.799,71.45811311,48.9465501
Latin America & Caribbean (excluding high income),2006,72.69617681,1.432658617,93.81366695,0.957782784,0.453615508,0.707562775,65.23578973,51.4565999
Lao PDR,2006,61.493,0.260087159,57,0.842544636,0.650691904,0.482638709,51.82287513,70.67724629
Lebanon,2006,76.08,2.492,99.4,0.884,0.37809391,0.734,61.59642553,49.39767231
Liberia,2006,57.62,0.046219569,11.59480433,0.789,0.666,0.443,48.36933815,77.66554166
Libya,2006,71.724,1.462362252,88.4,0.943,0.286,0.739,61.87165564,54.37038692
St. Lucia,2006,72.465,0.480590374,90.9,0.957521273,0.435736082,0.696844397,77.91278472,44.10811747
Latin America & Caribbean,2006,72.92421268,1.521455736,94.25589424,0.959357349,0.441743415,0.713525455,65.16069251,52.43395313
Least developed countries: UN classification,2006,58.93855419,0.125379703,29.08377428,0.842154688,0.653975411,0.439706808,48.87145481,75.13808886
Low income,2006,57.2477056,0.054731877,22.04798013,0.847320497,0.653606507,0.420238465,48.5557593,77.55761509
Liechtenstein,2006,80.94878049,3.202842475,100,0.976252063,0.128448801,0.905,66.08807928,37.24852791
Sri Lanka,2006,71.969,0.517,82.1,0.96,0.433,0.714,78.10339214,46.35282081
Lower middle income,2006,64.25545672,0.412171706,66.03655066,0.931582458,0.524750826,0.584084945,65.26067815,46.62476266
Low & middle income,2006,67.61849866,0.494528686,77.00183708,0.929788424,0.509428783,0.603330601,67.37006944,43.75322511
Lesotho,2006,42.914,0.078960255,9.7,0.985,0.576,0.446,65.51293793,44.07170668
Late-demographic dividend,2006,73.45089489,1.807465271,97.89020404,0.955867855,0.396998435,0.741320528,65.53847449,53.67303379
Lithuania,2006,71.05609756,3.731,99.4,1.028,0.184,0.823,54.57689305,43.94258731
Luxembourg,2006,79.28780488,2.578,100,0.978,0.126,0.885,64.52181539,35.5861318
Latvia,2006,70.86585366,3.049,99.6,1.038,0.269,0.815,48.38583191,47.44244262
Taiwan,2006,82.257,3.336104982,100,0.974029538,0.092785996,0.910625983,75.44503567,31.97534113
St. Martin (French part),2006,77.726,2.214540409,99.7,0.975211242,0.339749879,0.793634267,69.80379073,46.46275173
Morocco,2006,69.128,1.054929351,96.5,0.812,0.55,0.573,53.43834272,53.90971721
Moldova,2006,68.479,2.5,98.9,0.99,0.284,0.704,58.91948234,58.07086974
Madagascar,2006,61.315,0.166,16.8,0.912,0.628,0.475,51.43806864,71.99705602
Maldives,2006,75.13,1.453999679,91.7,0.916,0.371,0.664,62.25330182,50.37151119
Middle East & North Africa,2006,70.84028814,1.423371988,95.82655749,0.958545853,0.468408744,0.696959804,66.97689869,51.35353502
Mexico,2006,74.331,1.893,99.1,0.939,0.425,0.741,64.61570965,51.40496977
Marshall Islands,2006,63.489,0.514011261,77.2,0.935118222,0.518365575,0.603979383,66.39362535,46.59414129
Middle income,2006,68.59078161,0.515612019,81.75145789,0.92882967,0.502867051,0.626068352,68.55418064,42.47891557
North Macedonia,2006,73.89512195,2.492,99,0.925,0.184,0.707,59.92885874,41.89796053
Mali,2006,54.615,0.058,16.6,0.818,0.642,0.375,48.07212148,76.269275
Malta,2006,79.43902439,2.441937745,100,0.929,0.274,0.831,61.38241451,33.04232896
Myanmar,2006,61.893,0.426,48.4,0.936,0.540416515,0.47,61.88047856,50.58006187
Middle East & North Africa (excluding high income),2006,70.09165496,1.403237108,95.24133126,0.94933047,0.483161865,0.683002013,63.91277125,50.65818233
Montenegro,2006,73.83902439,1.946,99,0.952,0.229,0.776,60.25751471,43.45278595
Mongolia,2006,65.513,2.718527328,77,1.039,0.4,0.669,48.4254769,62.86485416
Mozambique,2006,51.961,0.026,13,0.867,0.576,0.364,47.88440167,65.89315467
Mauritania,2006,61.891,0.161794668,27,0.846,0.667,0.5,49.62541635,71.0854883
Mauritius,2006,72.43219512,1.107,99,0.935,0.392,0.726,64.39806439,48.97751018
Malawi,2006,53.238,0.082027354,3.7,0.887,0.643,0.415,48.13800362,75.99830175
Malaysia,2006,74.164,0.828,98.8,0.94,0.278,0.736,63.60091548,50.14519286
North America,2006,77.96879441,2.248037594,100,0.967702939,0.331404294,0.789308198,60.31893663,54.93968986
Namibia,2006,52.655,0.292646576,40.5,0.962,0.51,0.561,67.89506498,44.94284149
New Caledonia,2006,76.07560976,1.994237613,100,0.960553831,0.36898875,0.784947332,63.56642993,50.66361463
Niger,2006,54.596,0.041510832,9.3,0.755,0.695,0.306,48.93101388,76.94607105
Nigeria,2006,49.73,0.344,47.6,0.844,0.688,0.477,49.78087706,71.36877396
Nicaragua,2006,68.725,0.491,76.3,0.937,0.533,0.593,65.93103927,44.40069224
Netherlands,2006,79.69756098,2.799,100,0.958,0.061,0.906,72.19058457,27.06949998
Norway,2006,80.34390244,3.731,100,0.99,0.074,0.937,74.67245739,31.30574245
Nepal,2006,65.868,0.290343889,51.2,0.863,0.633,0.505,49.52066716,67.09841284
Nauru,2006,58.379,1.465124373,99,0.947395456,0.446190206,0.663707586,60.58091947,59.76699385
New Zealand,2006,80.04878049,2.274,100,0.974,0.174,0.913,68.98076117,33.70435772
OECD members,2006,78.29782144,2.082531607,99.73955673,0.947889192,0.377566361,0.76005413,57.39797024,54.99767655
Oman,2006,74.48,1.788,99.9,0.885,0.332,0.753,55.63196843,48.47829879
Other small states,2006,68.4237025,0.561951138,78.16590608,0.935726497,0.507856262,0.613964804,67.42585422,43.76932534
Pakistan,2006,63.731,0.706975917,79.1,0.694,0.614,0.493,52.44414586,68.28181458
Panama,2006,76.012,1.358,84.8,0.974,0.477,0.754,70.14531948,51.93915658
Peru,2006,73.172,1.233896337,80.2,0.936,0.434,0.691,61.54965762,51.81801783
Philippines,2006,70.282,1.236,80.2,0.945,0.479,0.659,65.0689271,52.37490641
Papua New Guinea,2006,61.917,0.048269541,12.4,0.874,0.667,0.469,49.30634543,77.61275967
Poland,2006,75.14390244,2.156,99.8,0.996,0.159,0.82,56.91020005,38.76477848
Pre-demographic dividend,2006,54.57857535,0.196736485,30.98744218,0.946640886,0.5124954,0.549146047,69.99153213,43.28547963
Puerto Rico,2006,77.415,2.331699214,100,0.976304433,0.334006199,0.795843963,60.45778938,54.93237634
"Korea, Dem. People's Rep.",2006,69.085,0.465061717,80.9011053,0.927633921,0.504407547,0.626667543,68.49142084,42.98355687
Portugal,2006,78.4195122,3.565,100,0.99,0.157,0.811,62.25442067,38.42410224
Paraguay,2006,70.781,1.343947002,96.7,0.945,0.526,0.664,61.71328678,51.98438467
West Bank and Gaza,2006,71.915,1.78676326,99.7,0.986073268,0.447229136,0.704701685,48.53904314,71.49236507
Pacific island small states,2006,67.98573346,0.303317569,61.49282909,0.884665661,0.560150558,0.5350273,57.29671664,53.57351833
Post-demographic dividend,2006,78.75864735,2.151305498,99.8029325,0.956506533,0.36502488,0.775258091,58.22061892,56.92068126
French Polynesia,2006,79.842,3.326963111,100,0.976617919,0.15975481,0.86098813,61.6718593,37.03408382
Qatar,2006,76.57,2.279,100,0.994,0.559,0.825,61.77559108,36.11765142
Romania,2006,72.16341463,2.245,95.9,0.978,0.358,0.77,65.38291771,50.60634302
Russia,2006,66.72756098,4.899,98.1,1.042,0.356,0.775,50.09312634,52.51480691
Rwanda,2006,58.714,0.071720765,11.4,0.901,0.477,0.442,65.40538788,44.0876529
South Asia,2006,65.37140474,0.450700274,66.92845469,0.944517873,0.48307698,0.64070163,68.03449467,48.69877237
Saudi Arabia,2006,74.81,1.596419747,100,0.871,0.663,0.787,50.9919438,53.39030541
Sudan,2006,60.281,0.365,30.8,0.837,0.638,0.465,51.59923412,71.80097973
Senegal,2006,61.75,0.236657889,49.9,0.823,0.633,0.427,49.94935925,73.17339189
Singapore,2006,80.14146341,1.545,100,0.966,0.129,0.881,64.63116968,29.40293147
Solomon Islands,2006,68.09,0.13684207,14.4,0.936722006,0.461417378,0.52,70.06964946,36.56313128
Sierra Leone,2006,49.323,0.044699496,12.2,0.817,0.662,0.382,49.06435899,77.97914569
El Salvador,2006,70.773,1.232181034,89.2,0.945,0.462,0.646,64.71644668,51.56710118
Somalia,2006,50.597,0.028,15.2,0.930859687,0.490343081,0.470826555,70.43568332,42.8386018
Serbia,2006,73.38536585,2.682,99.6,0.949,0.235,0.746,56.70719138,40.55890463
Sub-Saharan Africa (excluding high income),2006,54.21136824,0.155725571,31.12876424,0.941411291,0.524939596,0.537577719,72.80112101,44.58098131
South Sudan,2006,52.016,0.227602458,39.00879976,0.953122525,0.498666271,0.571057435,73.55760834,45.700333
Sub-Saharan Africa,2006,54.21330107,0.164406009,31.13615764,0.941719681,0.524127798,0.541628417,72.85277556,44.8584694
Small states,2006,68.62130838,0.504187537,77.63519467,0.944113512,0.472308987,0.651279481,68.34332834,46.91505122
Sao Tome and Principe,2006,64.398,0.282373421,56.9,0.872,0.601,0.542,55.22966355,64.17192314
Suriname,2006,67.571,1.028862622,91,0.976,0.486,0.691,70.92948795,50.9687902
Slovakia,2006,74.20487805,3.169,99.9,0.99,0.18,0.812,55.89905344,37.84840884
Slovenia,2006,78.08658537,2.354,100,0.995,0.127,0.878,65.013935,30.46384002
Sweden,2006,80.74878049,3.534,100,0.995,0.047,0.906,76.23960386,30.72893766
Eswatini,2006,43.12,0.118146269,35.2,0.915,0.582,0.462,57.96777188,51.08034987
Sint Maarten (Dutch part),2006,75.926,1.716393522,99.7,0.949515291,0.387105914,0.748987948,61.37982338,51.31862182
Seychelles,2006,72.21707317,0.861,99,0.954630998,0.385636752,0.753,68.3158808,47.30909874
Syria,2006,73.35,1.312843102,99.5,0.806,0.501,0.65,54.69049526,55.65956427
Turks and Caicos Islands,2006,76.831,2.124620531,96.2,0.956371575,0.359500522,0.758919633,72.82002438,44.71922774
Chad,2006,48.286,0.036,5.1,0.72,0.743,0.327,47.55748052,77.30786068
East Asia & Pacific (IDA & IBRD countries),2006,72.95552389,1.386802689,94.05807868,0.966779087,0.459938395,0.709368419,65.24525215,54.78435699
Europe & Central Asia (IDA & IBRD countries),2006,69.78997765,1.665316555,98.60332959,0.958312506,0.451960509,0.695237581,64.61092624,51.91568138
Togo,2006,56.222,0.136281762,27.9,0.786,0.63,0.464,49.74597628,75.04379945
Thailand,2006,74.938,0.285,99.1,0.978,0.409,0.712,79.3472496,42.12243935
Tajikistan,2006,67.013,1.88,98.6,0.865,0.334,0.622,57.79174735,55.98183268
Turkmenistan,2006,66.499,2.323,99.8,0.951,0.246,0.67,59.9238705,48.01986448
Latin America & the Caribbean (IDA & IBRD countries),2006,72.80306351,1.438512993,94.15291963,0.958434414,0.452223326,0.707315207,65.20286324,51.27627382
Timor-Leste,2006,63.073,0.203627365,36.7,0.892,0.505,0.563,63.4855409,50.51729593
Middle East & North Africa (IDA & IBRD countries),2006,70.07191122,1.350057934,95.19305142,0.943304473,0.479160094,0.686524822,65.4089664,50.5341874
Tonga,2006,69.894,0.652577564,92.3,0.955,0.45,0.703,76.22899061,44.57121885
South Asia (IDA & IBRD),2006,65.37140474,0.451778363,66.92845469,0.944879827,0.480449097,0.645247725,68.39469969,48.81785327
Sub-Saharan Africa (IDA & IBRD countries),2006,54.21330107,0.176562467,31.13615764,0.943074564,0.521733895,0.549002501,73.50588806,44.63468628
Trinidad and Tobago,2006,71.256,1.156,100,0.974,0.367,0.767,63.93200011,48.34813924
Tunisia,2006,74.921,1.647501251,99.4,0.885,0.309,0.7,57.67526523,49.62162616
Turkey,2006,73.845,1.501,99.7,0.859,0.52,0.71,53.36362717,53.02171053
Tuvalu,2006,63.928,1.194035494,95.7,0.885702996,0.482962765,0.611,58.30491613,55.0889218
Tanzania,2006,56.911,0.079974797,14.9,0.902,0.592,0.456,49.35951021,67.81429126
Uganda,2006,54.369,0.072820049,9,0.909,0.57,0.466,47.39466017,63.46493401
Ukraine,2006,68.07756098,3.085,99.5,1.024,0.333,0.751,44.11153101,57.85142601
Upper middle income,2006,72.69877768,1.689995321,96.65319404,0.965895311,0.465076824,0.714037349,57.61446784,66.82437647
Uruguay,2006,76.362,2.85591426,98.5,1.007,0.359,0.768,70.4256564,47.03687968
United States,2006,77.68780488,2.532748527,100,0.988,0.257,0.904,68.43609695,52.72292985
Uzbekistan,2006,67.891,2.639,99.5,0.934,0.23,0.644,56.60686725,46.7586771
St. Vincent and the Grenadines,2006,74.017,0.666558519,87.5,0.962133798,0.414772774,0.724583533,81.94696117,44.36689313
Venezuela,2006,72.742,1.829552291,99.3,0.999,0.489,0.732,46.01796299,78.20277715
British Virgin Islands,2006,74.88,2.07672426,97.8,0.965887407,0.39669058,0.760694408,65.56632435,55.07153627
Virgin Islands (U.S.),2006,78.32439024,2.455639167,100,0.992231244,0.24434378,0.86422473,64.27063347,51.59511844
Vietnam,2006,73.319,0.629,96,0.971,0.299,0.641,54.61829269,57.74358668
Vanuatu,2006,69.462,0.150663952,26.4,0.908635622,0.538491153,0.584,53.52926858,56.87866395
World,2006,69.57129842,0.906696743,81.46781427,0.903410387,0.529712813,0.612533128,51.30830172,60.62918103
Samoa,2006,72.021,1.48409985,96.4,0.948,0.461144067,0.703,64.54496602,50.60646366
Kosovo,2006,75.636,1.880720542,97.87926911,0.96093386,0.408476291,0.757221599,69.55618025,53.47924187
"Yemen, Rep.",2006,65.988,0.286897521,55.8,0.885457128,0.57090844,0.522133925,50.36151693,60.70579948
South Africa,2006,54.278,1.446312948,80.7,0.94,0.456,0.637,58.57753163,64.78525615
Zambia,2006,51.795,0.054,24.1,0.871,0.606,0.484,44.26884881,74.30209176
Zimbabwe,2006,45.364,0.100443296,37.2,0.887,0.59,0.452,45.56741201,64.01806281
Aruba,2007,74.21,1.365826738,100,0.91545484,0.3546506,0.7435179,54.29876474,49.97009964
Africa Eastern and Southern,2007,55.93380171,0.121523785,26.80728787,0.550615308,0.737524796,0.381490407,47.14885758,77.7117761
Afghanistan,2007,59.111,0.182,38.4,0.587,0.752,0.424,47.75535758,76.14168721
Africa Western and Central,2007,53.25171157,0.204744877,40.74367027,0.576906814,0.739880136,0.402087533,46.85949394,75.02482679
Angola,2007,53.642,0.119163997,37.5,0.853,0.621,0.475,48.7509524,71.15074238
Albania,2007,77.549,1.218,99.4,0.947,0.286,0.73,61.43142377,47.76937724
Arab World,2007,68.92868037,0.837875511,84.14037612,0.87932431,0.564179947,0.614699771,51.72538233,61.14026778
United Arab Emirates,2007,77.129,1.476,100,0.944,0.202,0.831,65.49673262,34.04243176
Argentina,2007,75.006,2.647663964,97.2,0.997,0.367,0.817,64.38766423,50.80992643
Armenia,2007,72.327,2.609,99.2,0.97,0.331,0.738,53.75438778,55.87920886
Antigua and Barbuda,2007,76.131,1.756,100,0.961649162,0.364359636,0.802,62.73215501,50.5522375
Australia,2007,81.29268293,3.008,100,0.969,0.134,0.915,73.9723942,38.66375042
Austria,2007,80.1804878,4.563,100,0.962,0.114,0.896,67.05004778,34.61637547
Azerbaijan,2007,68.603,3.648,99.5,0.947,0.353,0.706,47.39915264,46.63825951
Burundi,2007,54.727,0.058300161,4.7,0.882,0.552,0.372,51.58792012,62.01279149
Belgium,2007,79.78292683,2.897,100,0.966,0.101,0.908,76.19997101,36.33694127
Benin,2007,57.675,0.146499944,28,0.808,0.629,0.472,48.21066115,73.44300214
Burkina Faso,2007,54.375,0.043913141,12,0.819,0.64,0.334,48.075854,75.83551727
Bangladesh,2007,66.714,0.326,46.5,0.817,0.634,0.527,48.29039327,67.85389915
Bulgaria,2007,72.66341463,3.612,91.7,0.989,0.243,0.774,57.34215251,41.03470659
Bahrain,2007,77.634,1.011,100,0.975,0.261,0.807,64.87855515,47.02715932
"Bahamas, The",2007,72.678,1.476988388,100,0.922791675,0.423991222,0.720093265,51.26876272,52.8937744
Bosnia And Herzegovina,2007,76.161,1.543,99.7,0.928,0.267,0.707,53.15993732,48.60637273
Belarus,2007,70.20731707,3.766073837,92.6,1.019,0.158,0.773,52.00098981,45.4177671
Belize,2007,70.655,1.21492119,85.2,0.94,0.46,0.685,58.97669472,55.01438404
Bermuda,2007,79.361,2.708578888,100,0.979076019,0.21203752,0.830201376,63.24326297,38.26025565
Bolivia,2007,65.027,0.326,80.2,0.927,0.538,0.645,66.49589971,45.09013202
Brazil,2007,72.365,1.645701261,98.1,0.99,0.465,0.704,63.36777912,54.37289555
Barbados,2007,75.342,2.497376859,100,1.006,0.338,0.786,61.3728548,51.7520306
Brunei Darussalam,2007,74.818,1.038,100,0.950380053,0.340779986,0.760104269,60.16019626,49.3345636
Bhutan,2007,66.954,0.211,71.8,0.935846305,0.500004827,0.629500044,70.76368885,42.5251731
Botswana,2007,55.732,0.36,41.9,0.943,0.508,0.632,64.99568281,48.84443288
Central African Republic,2007,47.426,0.050112516,8.4,0.754,0.695,0.351,48.09153734,76.60309878
Canada,2007,80.54365854,2.736733567,100,0.982,0.136,0.908,70.31828935,36.83628653
Central Europe and the Baltics,2007,74.25064872,2.039913083,98.52764464,0.965230473,0.395037747,0.758631025,65.78257559,54.99886124
Switzerland,2007,81.74146341,3.789,100,0.958,0.065,0.92,78.07092527,26.38172381
Channel Islands,2007,81.166,3.114125759,100,0.976066415,0.139523849,0.88116578,64.20648802,38.69348714
Chile,2007,77.826,1.039,98,0.947,0.361,0.801,68.99535694,49.61625995
China,2007,74.762,1.298,98.5,0.942,0.256,0.663,57.49574874,48.05118212
Ivory Coast,2007,52.97,0.199661499,55.3,0.813,0.663,0.461,50.928875,70.52656671
Cameroon,2007,55.165,0.072,48.2,0.843,0.629,0.489,50.04584201,71.45630156
"Congo, Dem. Rep.",2007,54.923,0.081286943,15.2,0.899013632,0.569010111,0.449007384,53.04264148,60.02117793
"Congo, Rep.",2007,59.643,0.101,35.8,0.887378209,0.559129227,0.47618001,55.2035103,55.58960872
Colombia,2007,73.837,1.509,96,0.993,0.493,0.71,63.98364893,52.3492957
Comoros,2007,60.102,0.20048979,55.5,0.853,0.621125158,0.5,51.83540891,66.21024349
Cabo Verde,2007,72.835,0.897052548,70.5,0.972,0.451486658,0.629,61.80073666,49.0519173
Costa Rica,2007,78.462,2.074,99.2,0.957,0.334,0.756,64.44550416,53.57188084
Caribbean small states,2007,70.3427256,1.295558226,89.86852656,0.960094341,0.491931304,0.669569472,63.41320824,51.67503946
Cuba,2007,77.307,6.426,97.1,0.962,0.321,0.775,65.07362083,40.12081046
Curacao,2007,75.36341463,2.749358471,99.7,0.990925552,0.329861597,0.788516124,62.77187083,53.28173017
Cyprus,2007,78.81,1.996,100,0.957,0.123,0.848,61.84231554,30.87372538
Czech Republic,2007,76.72439024,3.561,100,0.972,0.156,0.859,61.63154913,34.97536512
Germany,2007,79.53414634,3.533,100,0.959,0.105,0.921,71.74482391,30.88574958
Djibouti,2007,59.024,0.193364384,57.2,0.891432059,0.551729382,0.426,56.03697141,54.17288091
Dominica,2007,71.93,1.141328079,88.1,0.962943675,0.45972627,0.707,66.80403495,52.61112781
Denmark,2007,78.19512195,3.447,100,0.988,0.054,0.911,75.69222453,28.93325985
Dominican Republic,2007,71.371,1.461785163,96.9,0.962,0.493,0.692,65.13929939,54.08054377
Algeria,2007,72.602,1.202,98.7,0.822,0.529,0.697,50.82986786,57.55776649
East Asia & Pacific (excluding high income),2007,73.14946089,1.389756378,94.06267438,0.967224089,0.452215544,0.712749995,65.17350064,55.06633815
Early-demographic dividend,2007,66.88471173,0.476589226,75.69587208,0.932654102,0.514729844,0.60160692,66.02841527,45.52991205
East Asia & Pacific,2007,74.03501181,1.437771947,94.66543925,0.968322797,0.457283159,0.717749719,66.72960531,53.65125178
Europe & Central Asia (excluding high income),2007,70.70877558,2.486594632,99.3351958,0.969719401,0.35395207,0.724236894,65.01689901,53.76240728
Europe & Central Asia,2007,75.05155898,2.442358999,99.36194193,0.973063309,0.353587797,0.774613759,67.90698951,54.18967799
Ecuador,2007,74.844,1.602236059,96.8,0.964603675,0.449,0.723,68.65035963,52.5778189
Egypt,2007,69.128,1.158143205,98.4,0.853,0.56,0.655,51.05852409,55.26082181
Euro area,2007,80.04333649,3.343221454,99.98972933,0.977700792,0.159588044,0.859702926,64.07611753,34.78115868
Eritrea,2007,62.116,0.042,36.7,0.896013162,0.548651648,0.457,54.99045078,55.63413273
Spain,2007,80.87317073,3.559,100,0.977,0.128,0.858,67.07008065,32.58063784
Estonia,2007,72.81463415,3.26,100,1.039,0.227,0.853,60.02233489,36.34542465
Ethiopia,2007,56.426,0.022,20.3,0.821,0.623,0.38,47.81938178,76.43271631
European Union,2007,78.90181909,2.606295699,99.64615599,0.97910798,0.325733313,0.793263473,63.85500134,54.78091554
Fragile and conflict affected situations,2007,58.00940645,0.182883095,45.01728599,0.893745224,0.561392338,0.481585411,55.61060858,55.50716632
Finland,2007,79.26341463,3.729,100,1.004,0.071,0.911,75.26000536,27.42575774
Fiji,2007,66.826,0.673459381,88.9,0.924,0.42,0.706,70.57717622,44.40040886
France,2007,81.11219512,3.449,100,0.985,0.137,0.873,65.99538056,36.0210644
Faroe Islands,2007,79.98780488,3.335048385,100,0.977012319,0.157572762,0.866316155,63.1966684,36.90343884
"Micronesia, Fed. Sts.",2007,71.06,0.464379966,58.7,0.946077458,0.473101264,0.606593024,67.37549248,44.30481613
Gabon,2007,62.618,0.701254429,81.3,0.899,0.584,0.655,55.08946115,60.06557535
United Kingdom,2007,79.44878049,2.492,100,0.976,0.197,0.897,66.75152478,45.90203456
Georgia,2007,71.568,4.163,100,0.96,0.383,0.753,59.97398636,39.86997125
Ghana,2007,60.224,0.07,56.9,0.889,0.567,0.55,58.08908479,53.98163187
Gibraltar,2007,78.514,2.635790816,99.7,0.979128163,0.315033034,0.793747655,60.7647276,54.69646286
Guinea,2007,55.553,0.103970908,24.1,0.794,0.653,0.402,47.20837821,75.92351367
"Gambia, The",2007,59.394,0.09,39.8,0.891354977,0.560197385,0.482376801,55.50854191,56.05895597
Guinea-Bissau,2007,54.155,0.045372346,7.9,0.839,0.655,0.424,47.46349488,76.74288463
Equatorial Guinea,2007,56.54,0.381332333,65.1,0.947657339,0.53003457,0.578,62.49782726,50.23497615
Greece,2007,79.43902439,5.609,100,0.961,0.17,0.858,60.28857834,34.29637348
Grenada,2007,74.317,1.186993093,88.2,0.965794075,0.428459881,0.773,67.17748524,53.24978011
Greenland,2007,69.04829268,3.330727013,100,0.993130895,0.231402015,0.771619122,55.47539885,40.88098185
Guatemala,2007,70.1,0.733122002,80.7,0.904,0.553,0.59,56.31854991,56.68673574
Guam,2007,77.098,3.120250758,100,0.981948384,0.198405367,0.817069126,57.64018043,38.66139299
Guyana,2007,66.254,0.465590121,78.5,0.941,0.519,0.638,68.72266454,44.79178906
High income,2007,77.81994864,2.608694405,99.59735956,0.978377967,0.336688887,0.787045796,62.51641697,54.00347744
Hong Kong,2007,82.36682927,3.305340443,100,0.954,0.117909601,0.894,72.9502095,31.02913469
Honduras,2007,70.376,0.507092604,73.5,0.96,0.471,0.586,66.70485585,46.49155368
Heavily indebted poor countries (HIPC),2007,56.88988799,0.112005273,25.87887603,0.896554391,0.568932896,0.468577859,54.41051987,57.89645081
Croatia,2007,75.70560976,2.678,99.8,0.976,0.157,0.815,56.38837185,36.86227835
Haiti,2007,61.103,0.137961612,35.5,0.872899089,0.612,0.499,49.37720431,66.60824385
Hungary,2007,73.15121951,2.807,100,0.998,0.245,0.817,56.67418116,43.2536169
IBRD only,2007,70.57869013,1.224050179,89.32001375,0.946505864,0.485135464,0.668205213,64.23540616,50.59508993
IDA & IBRD total,2007,67.99619093,0.47630123,78.71948608,0.930894524,0.505718384,0.619508903,68.0277384,43.35883995
IDA total,2007,59.5910105,0.19627834,44.17071282,0.898564917,0.564000175,0.489364718,55.56202744,57.55688284
IDA blend,2007,58.08495115,0.296582161,62.6341199,0.868341258,0.612468946,0.539420603,52.32598968,64.35508111
Indonesia,2007,68.189,0.81199348,91.1,0.904,0.534,0.643,65.63262324,43.4377909
IDA only,2007,60.34717018,0.145226647,34.88149094,0.865385553,0.621828807,0.499063866,48.95630456,66.64867102
Isle of Man,2007,78.331,2.534003901,100,0.983526675,0.303993903,0.799324995,60.83190129,55.38919607
