Year,Country,Economic_Rank,Institutional_Rank,Quality_of_Life_Rank,Sustainability_Index_FA,Ease_of_Living_Rank
2002,Russia,82,74,46,1.065,56
2002,Philippines,69,61,73,-0.439,76
2002,Singapore,21,11,24,1.023,19
2002,Romania,80,59,49,0.269,58
2002,Peru,43,64,63,-0.477,66
2002,Pakistan,52,82,86,-0.695,87
2002,Mongolia,75,49,77,0.356,65
2002,Montenegro,48,50,46,-0.244,49
2002,Malaysia,40,40,51,0.577,43
2002,Nicaragua,68,70,82,-0.793,85
2002,Netherlands,2,6,11,1.035,2
2002,Norway,4,8,1,-0.169,7
2002,Nepal,62,69,85,-1.384,88
2002,New Zealand,29,7,7,0.381,20
2002,Panama,34,52,48,-0.215,48
2002,Serbia,72,76,58,0.431,67
2002,Ukraine,71,80,53,0.681,61
2002,Uruguay,49,34,44,-0.49,44
2002,United States,1,14,10,1.861,1
2002,Vietnam,81,71,79,-0.69,83
2002,South Africa,59,45,76,0.538,55
2002,Turkey,53,58,65,0.106,60
2002,Tunisia,61,51,69,0.063,59
2002,Slovakia,39,43,40,0.678,40
2002,Slovenia,24,27,23,0.565,29
2002,Sweden,16,4,2,0.064,14
2002,Syria,73,75,81,0.316,80
2002,Thailand,47,46,66,0.047,53
2002,Belarus,83,86,54,0.489,74
2002,Colombia,61,66,70,-0.247,75
2002,Costa Rica,77,39,52,-0.398,52
2002,Cyprus,37,23,28,0.739,34
2002,Czech Republic,31,29,27,1.096,30
2002,Germany,9,13,6,0.97,8
2002,Denmark,5,2,8,0.778,3
2002,Algeria,51,78,72,0.336,71
2002,Ecuador,57,79,60,-0.011,70
2002,Egypt,63,63,75,0.14,72
2002,Spain,27,17,25,0.671,24
2002,Estonia,46,28,30,0.797,36
2002,Finland,13,1,3,0.717,6
2002,China,65,65,80,-0.069,78
2002,Chile,45,19,43,-0.173,39
2002,Switzerland,3,3,13,0.359,4
2002,United Arab Emirates,8,30,33,2.694,15
2002,Argentina,42,67,38,0.195,50
2002,Armenia,76,63,67,0.045,68
2002,Australia,22,12,5,1.675,9
2002,Austria,20,8,16,0.493,18
2002,Azerbaijan,74,84,74,0.362,79
2002,Belgium,12,16,12,1.086,11
2002,Bulgaria,54,48,47,0.482,47
2002,Bahrain,26,36,32,2.289,25
2002,Bosnia And Herzegovina,60,73,68,0.076,73
2002,Malta,32,22,34,0.653,32
2002,Brazil,64,53,61,-0.46,63
2002,Canada,18,9,9,1.35,10
2002,France,15,21,22,0.521,22
2002,United Kingdom,14,10,17,0.924,12
2002,South Korea,35,31,24,1.006,33
2002,Kuwait,25,42,39,2.683,27
2002,Lebanon,55,62,50,0.363,54
2002,Lithuania,41,38,37,0.11,41
2002,Latvia,51,44,41,-0.173,45
2002,Taiwan,30,37,4,0.801,28
2002,Morocco,67,57,83,-0.037,82
2002,Moldova,85,72,71,0.235,77
2002,Mexico,44,55,55,0.268,51
2002,North Macedonia,50,68,64,0.238,64
2002,Kazakhstan,78,85,57,0.89,69
2002,Jordan,66,54,62,0.366,57
2002,Croatia,56,47,42,0.138,46
2002,Hong Kong,17,18,19,0.828,21
2002,Greece,28,33,26,0.813,31
2002,Japan,7,24,15,0.931,17
2002,Georgia,79,83,56,-0.774,81
2002,Hungary,55,26,36,0.531,38
2002,Italy,19,32,21,0.73,26
2002,Israel,23,25,20,0.874,23
2002,Iceland,10,5,14,-0.26,16
2002,Iran,58,77,59,0.608,62
2002,India,70,60,84,-0.581,86
2002,Ireland,11,15,18,1.116,13
2002,Indonesia,84,81,78,-0.537,84
2003,Portugal,29,21,36,0.263,32
2003,Poland,45,40,34,0.716,37
2003,Qatar,13,45,30,4.518,11
2003,Russia,82,77,48,1.102,55
2003,Saudi Arabia,40,58,46,1.269,41
2003,Singapore,22,12,24,0.964,18
2003,Romania,80,60,53,0.27,57
2003,Philippines,71,66,73,-0.413,76
2003,Panama,37,55,51,-0.194,48
2003,Mongolia,85,52,75,0.348,69
2003,Malaysia,47,39,52,0.596,41
2003,Nicaragua,78,72,81,-0.747,83
2003,Netherlands,6,7,13,1.048,3
2003,Nepal,84,79,84,-1.373,85
2003,New Zealand,31,5,7,0.422,20
2003,Pakistan,57,84,85,-0.673,84
2003,Peru,52,65,67,-0.491,68
2003,Serbia,59,76,59,0.514,59
2003,Ukraine,77,81,53,0.738,60
2003,Uruguay,66,35,45,-0.502,44
2003,United States,3,16,12,1.858,1
2003,Vietnam,81,73,78,-0.662,80
2003,South Africa,49,46,76,0.6,53
2003,Montenegro,38,57,47,-0.212,47
2003,Turkey,60,53,62,0.138,57
2003,Tunisia,53,51,68,0.067,56
2003,Slovakia,51,41,42,0.687,40
2003,Slovenia,21,28,21,0.548,24
2003,Sweden,9,4,2,0.093,7
2003,Syria,80,83,80,0.305,79
2003,Thailand,44,49,65,0.045,50
2003,Norway,2,9,1,-0.061,5
2003,Malta,32,22,33,0.718,29
2003,China,63,67,79,0.027,75
2003,Colombia,62,70,69,-0.284,71
2003,Costa Rica,74,42,55,-0.398,52
2003,Czech Republic,34,31,28,1.136,31
2003,Germany,15,15,5,0.953,15
2003,Denmark,5,2,8,0.856,2
2003,Chile,46,23,44,-0.142,38
2003,Ecuador,65,82,60,-0.002,70
2003,Egypt,73,64,74,0.139,72
2003,Spain,27,19,26,0.643,25
2003,Estonia,48,27,31,0.925,36
2003,Finland,11,1,3,0.887,6
2003,Algeria,50,80,71,0.35,67
2003,Switzerland,1,6,10,0.374,4
2003,Canada,18,10,9,1.402,10
2003,United Arab Emirates,16,38,32,2.688,19
2003,Argentina,61,68,40,0.23,49
2003,Armenia,70,62,66,0.042,63
2003,Australia,24,11,4,1.677,13
2003,Austria,12,8,16,0.58,14
2003,Azerbaijan,67,86,72,0.379,77
2003,Belgium,17,18,11,1.121,16
2003,Bulgaria,54,50,50,0.531,45
2003,Bahrain,26,43,35,2.293,28
2003,Bosnia And Herzegovina,55,71,67,0.102,66
2003,Belarus,69,87,54,0.505,65
2003,Brazil,58,54,64,-0.503,62
2003,France,19,20,23,0.524,21
2003,Cyprus,35,26,29,0.79,33
2003,United Kingdom,8,13,17,0.941,8
2003,Kuwait,25,44,39,2.731,27
2003,South Korea,41,34,25,1.006,34
2003,Kazakhstan,76,85,58,0.992,61
2003,Japan,7,25,15,0.926,12
2003,Lebanon,56,63,49,0.349,51
2003,Jordan,68,48,61,0.368,54
2003,Italy,20,33,20,0.746,23
2003,Israel,23,29,22,0.885,26
2003,Iceland,4,3,14,-0.269,7
2003,Ireland,10,17,18,1.105,9
2003,India,75,59,83,-0.577,82
2003,Indonesia,83,84,77,-0.498,81
2003,North Macedonia,42,69,63,0.226,58
2003,Mexico,36,56,56,0.288,46
2003,Moldova,86,74,70,0.254,74
2003,Morocco,64,61,82,-0.056,78
2003,Taiwan,30,24,6,0.774,22
2003,Latvia,53,37,41,-0.164,43
2003,Lithuania,43,36,37,0.11,39
2003,Iran,79,78,60,0.63,64
2003,Hungary,33,30,38,0.559,35
2003,Croatia,39,47,43,0.164,42
2003,Hong Kong,14,14,19,0.827,17
2003,Greece,28,32,27,0.836,30
2003,Georgia,72,75,57,-0.744,73
2004,Slovakia,35,34,42,0.657,36
2004,Sweden,4,4,10,0.053,7
2004,Slovenia,34,28,21,0.547,31
2004,Canada,17,12,9,1.351,14
2004,Syria,71,79,78,0.298,81
2004,Thailand,47,49,62,0.074,53
2004,Serbia,62,69,58,0.589,61
2004,Russia,78,75,47,1.097,57
2004,Pakistan,69,83,85,-0.631,86
2004,Panama,51,51,49,-0.208,51
2004,Peru,45,67,68,-0.426,68
2004,Philippines,61,70,74,-0.4,77
2004,Poland,41,40,33,0.725,38
2004,Portugal,31,24,35,0.307,33
2004,Qatar,20,43,31,4.637,17
2004,Romania,67,54,50,0.233,55
2004,Saudi Arabia,36,59,45,1.304,41
2004,Singapore,21,10,24,0.988,20
2004,Tunisia,56,48,69,0.078,59
2004,Bahrain,30,38,36,2.146,30
2004,Bulgaria,64,47,48,0.521,47
2004,Belgium,11,18,11,1.093,10
2004,Azerbaijan,82,82,73,0.37,79
2004,Austria,8,11,17,0.574,9
2004,Australia,25,9,4,1.73,13
2004,Armenia,77,63,65,0.069,70
2004,Argentina,46,66,39,0.285,46
2004,United Arab Emirates,16,36,32,2.719,19
2004,Turkey,59,50,64,0.133,60
2004,Bosnia And Herzegovina,52,64,67,0.122,63
2004,Ukraine,63,76,51,0.693,62
2004,United States,2,16,12,1.863,1
2004,Vietnam,86,72,79,-0.564,82
2004,Belarus,72,84,49,0.538,72
2004,South Africa,38,44,77,0.659,50
2004,Brazil,65,56,66,-0.497,71
2004,Uruguay,70,39,44,-0.4,48
2004,Nepal,75,80,84,-1.389,87
2004,Spain,18,22,25,0.679,23
2004,Estonia,42,27,29,0.935,35
2004,Greece,27,30,26,0.826,29
2004,Georgia,83,71,57,-0.725,76
2004,United Kingdom,14,13,15,0.93,12
2004,Finland,6,2,7,0.761,2
2004,Hungary,49,29,37,0.542,37
2004,Indonesia,85,77,80,-0.472,83
2004,France,15,19,22,0.52,21
2004,Switzerland,3,6,8,0.374,5
2004,Chile,53,23,43,-0.114,39
2004,Algeria,50,74,72,0.352,66
2004,Denmark,7,1,5,0.702,3
2004,Germany,13,15,3,0.914,8
2004,Czech Republic,29,31,27,1.132,28
2004,Cyprus,28,26,28,0.769,27
2004,New Zealand,24,3,6,0.358,18
2004,Costa Rica,60,41,54,-0.499,52
2004,Colombia,66,65,71,-0.259,73
2004,Hong Kong,23,14,19,0.825,22
2004,Croatia,44,45,41,0.122,42
2004,China,80,68,78,0.137,78
2004,Egypt,81,62,76,0.146,75
2004,India,76,58,83,-0.562,84
2004,Iran,73,75,59,0.661,67
2004,Lithuania,55,33,34,0.133,40
2004,Latvia,58,37,38,-0.189,44
2004,Taiwan,33,20,2,0.77,24
2004,Morocco,57,57,82,-0.149,80
2004,Moldova,87,74,70,0.273,74
2004,Mexico,37,55,56,0.29,45
2004,North Macedonia,48,60,63,0.199,58
2004,Malta,32,25,30,0.712,32
2004,Norway,1,7,1,-0.074,4
2004,Netherlands,12,8,13,1.045,6
2004,Nicaragua,84,73,81,-0.745,85
2004,Mongolia,74,53,75,0.359,69
2004,Montenegro,43,52,46,-0.172,49
2004,Malaysia,54,37,53,0.637,43
2004,Ireland,9,17,18,1.091,11
2004,Ecuador,40,78,60,0.004,65
2004,Kuwait,19,42,40,2.836,23
2004,Kazakhstan,79,81,55,1.068,64
2004,South Korea,39,32,23,1.046,34
2004,Italy,22,35,20,0.762,25
2004,Lebanon,58,61,52,0.368,56
2004,Israel,26,29,22,0.869,26
2004,Iceland,10,5,14,-0.251,16
2004,Jordan,68,46,61,0.386,54
2004,Japan,5,21,16,0.919,15
2005,Nicaragua,76,76,82,-0.792,81
2005,Malaysia,44,40,58,0.66,41
2005,Montenegro,47,53,45,-0.381,45
2005,Lebanon,59,60,55,0.345,55
2005,Netherlands,13,8,13,1.0,6
2005,Lithuania,30,35,32,0.174,36
2005,Latvia,56,39,34,-0.184,42
2005,Taiwan,26,28,2,0.774,21
2005,Morocco,58,68,83,-0.103,77
2005,Moldova,85,73,68,0.295,73
2005,Mexico,48,57,57,0.298,46
2005,North Macedonia,49,66,64,0.204,58
2005,Malta,35,24,29,0.714,30
2005,Mongolia,84,61,74,0.42,71
2005,Norway,1,5,1,-0.128,4
2005,New Zealand,19,4,4,0.398,12
2005,Tunisia,55,52,69,0.076,56
2005,Turkey,62,50,65,0.168,57
2005,Thailand,51,51,63,0.08,49
2005,Ukraine,69,77,51,0.672,60
2005,South Africa,46,46,81,0.669,47
2005,Vietnam,83,69,79,-0.529,78
2005,United States,8,17,12,1.846,2
2005,Uruguay,54,36,44,-0.434,43
2005,Syria,80,86,77,0.355,76
2005,Nepal,77,85,85,-1.375,83
2005,Slovenia,33,27,20,0.543,28
2005,Portugal,32,23,35,0.357,33
2005,Poland,40,41,33,0.725,38
2005,Peru,45,72,71,-0.44,66
2005,Panama,53,54,50,-0.078,48
2005,Pakistan,66,83,86,-0.632,82
2005,Philippines,73,63,75,-0.415,75
2005,Qatar,20,42,30,4.422,14
2005,Romania,69,56,48,0.213,54
2005,Russia,61,78,46,1.107,51
2005,Slovakia,38,34,37,0.675,35
2005,Serbia,57,75,56,0.479,59
2005,Singapore,25,9,19,0.907,19
2005,Saudi Arabia,36,58,43,1.328,39
2005,Sweden,3,7,9,-0.05,10
2005,Kuwait,24,45,41,3.076,22
2005,Georgia,78,71,54,-0.487,70
2005,Canada,5,12,8,1.353,1
2005,Switzerland,2,6,7,0.366,3
2005,Chile,39,21,42,-0.124,37
2005,China,60,70,78,0.233,72
2005,Colombia,63,67,67,-0.256,68
2005,Costa Rica,64,43,52,-0.531,52
2005,Cyprus,22,25,28,0.766,24
2005,Czech Republic,31,29,26,1.105,27
2005,Germany,11,15,3,0.872,8
2005,Denmark,14,2,5,0.594,7
2005,Algeria,57,74,72,0.359,65
2005,South Korea,43,30,23,1.032,32
2005,Argentina,79,65,40,0.288,50
2005,Armenia,70,62,62,0.128,62
2005,Australia,16,11,6,1.718,1
2005,Austria,4,10,15,0.548,9
2005,Azerbaijan,74,84,73,0.381,75
2005,Belgium,12,19,10,1.055,11
2005,Bulgaria,68,49,47,0.531,44
2005,Bahrain,34,44,38,2.282,29
2005,Bosnia And Herzegovina,52,70,70,0.148,61
2005,Belarus,75,87,49,0.54,67
2005,Brazil,67,59,66,-0.513,69
2005,United Arab Emirates,10,38,31,2.686,17
2005,Egypt,82,64,76,0.182,74
2005,Hong Kong,23,14,18,0.824,20
2005,Croatia,42,47,39,0.126,40
2005,Hungary,37,31,36,0.483,34
2005,Indonesia,81,79,80,-0.473,79
2005,Ireland,7,16,17,1.096,8
2005,Iran,65,81,59,0.685,63
2005,Iceland,15,3,11,-0.3,16
2005,Israel,29,32,22,0.819,26
2005,Jordan,67,48,60,0.401,53
2005,Japan,6,22,16,0.929,15
2005,Kazakhstan,72,80,53,1.126,59
2005,Ecuador,50,82,61,0.02,64
2005,India,71,55,84,-0.549,80
2005,Italy,21,37,21,0.746,24
2005,France,17,18,22,0.524,18
2005,Finland,9,1,7,0.522,5
2005,United Kingdom,18,13,14,0.913,13
2005,Greece,28,33,24,0.838,25
2005,Estonia,41,26,27,0.961,31
2005,Spain,27,20,25,0.704,23
2006,Malaysia,43,39,59,0.669,45
2006,Mongolia,85,63,76,0.48,75
2006,Nicaragua,73,78,84,-0.797,85
2006,New Zealand,23,7,6,0.384,18
2006,Norway,1,5,1,-0.091,1
2006,Nepal,81,80,87,-1.405,87
2006,Montenegro,46,55,46,-0.308,50
2006,Pakistan,68,79,88,-0.611,86
2006,Panama,54,51,52,-0.06,52
2006,Peru,53,70,74,-0.447,73
2006,Philippines,80,67,77,-0.461,80
2006,Poland,51,41,35,0.756,41
2006,Netherlands,5,10,11,0.964,5
2006,Malta,35,20,31,0.716,32
2006,Lebanon,60,73,60,0.318,62
2006,Lithuania,44,34,34,0.185,40
2006,Latvia,42,36,36,-0.123,43
2006,Taiwan,26,32,2,0.76,25
2006,Morocco,63,64,85,-0.07,81
2006,Moldova,84,74,68,0.277,76
2006,Mexico,47,56,58,0.318,49
2006,North Macedonia,48,61,67,0.191,60
2006,Portugal,30,25,40,0.232,36
2006,Uruguay,64,35,49,-0.349,46
2006,Thailand,50,53,65,0.075,56
2006,Syria,66,86,79,0.362,79
2006,Sweden,7,6,10,-0.085,13
2006,Slovenia,37,26,21,0.578,33
2006,Slovakia,34,33,39,0.653,38
2006,Serbia,58,65,56,0.524,54
2006,Tunisia,59,48,69,0.081,57
2006,Turkey,67,49,66,0.218,59
2006,Qatar,22,38,33,4.219,16
2006,Romania,61,52,48,0.254,47
2006,Russia,72,81,47,1.14,57
2006,Saudi Arabia,36,57,45,1.355,42
2006,South Africa,49,42,83,0.673,53
2006,Vietnam,82,72,81,-0.529,82
2006,United States,16,16,13,1.785,9
2006,Ukraine,86,76,54,0.686,65
2006,Kuwait,21,43,43,3.016,23
2006,Singapore,20,9,20,0.887,17
2006,Argentina,74,62,38,0.311,51
2006,United Arab Emirates,14,37,32,2.459,21
2006,Colombia,45,60,72,-0.286,63
2006,Costa Rica,70,44,55,-0.542,58
2006,Cyprus,28,22,30,0.76,29
2006,Czech Republic,31,29,28,1.101,30
2006,Germany,9,14,3,0.86,10
2006,Armenia,65,66,63,0.11,64
2006,Australia,18,11,5,1.716,7
2006,Austria,3,8,16,0.473,11
2006,Azerbaijan,72,83,73,0.391,77
2006,South Korea,40,30,25,1.04,35
2006,China,55,69,78,0.291,72
2006,Chile,41,21,44,-0.127,39
2006,Canada,8,10,9,1.313,4
2006,Denmark,4,1,7,0.773,2
2006,Brazil,52,58,70,-0.524,67
2006,Belarus,71,87,51,0.56,71
2006,Bosnia And Herzegovina,62,68,71,0.217,68
2006,Bahrain,32,45,42,2.303,34
2006,Bulgaria,79,50,50,0.544,48
2006,Belgium,13,18,12,1.011,14
2006,Switzerland,2,4,4,0.367,3
2006,Hong Kong,27,13,19,0.823,22
2006,Croatia,38,46,41,0.15,44
2006,Hungary,33,28,37,0.474,37
2006,Indonesia,87,75,82,-0.44,83
2006,India,78,54,86,-0.529,84
2006,Ireland,6,15,18,1.069,8
2006,Iran,77,84,61,0.72,70
2006,Iceland,19,3,14,-0.358,19
2006,Israel,29,27,22,0.851,26
2006,Italy,17,40,23,0.717,24
2006,Japan,10,19,17,0.905,15
2006,Kazakhstan,76,82,53,1.215,61
2006,Algeria,57,77,75,0.374,69
2006,Greece,24,31,26,0.813,28
2006,Jordan,75,47,62,0.374,55
2006,Egypt,83,71,80,0.193,78
2006,Spain,25,24,27,0.65,27
2006,Estonia,39,23,29,0.944,31
2006,Finland,11,2,8,0.734,6
2006,Ecuador,56,85,64,0.062,74
2006,France,15,17,24,0.508,20
2006,United Kingdom,12,12,15,0.904,12
2006,Georgia,69,59,57,-0.404,66
2007,Poland,43,41,33,0.75,39
2007,Netherlands,6,10,7,0.961,5
2007,Nicaragua,87,79,81,-0.78,85
2007,Norway,1,8,1,-0.095,1
2007,Malaysia,44,39,57,0.716,44
2007,Nepal,78,78,84,-1.407,87
2007,Pakistan,76,82,85,-0.571,86
2007,Panama,52,51,50,-0.075,50
2007,Peru,58,69,72,-0.393,73
2007,Philippines,71,66,75,-0.438,79
2007,Portugal,32,26,36,0.188,35
2007,New Zealand,20,7,5,0.349,16
2007,Mongolia,85,65,74,0.495,75
2007,Lithuania,50,34,32,0.197,43
2007,Latvia,41,35,35,-0.091,40
2007,Morocco,53,64,82,-0.043,80
2007,Moldova,84,74,65,0.293,76
2007,Mexico,55,57,58,0.325,54
2007,North Macedonia,48,61,66,0.285,59
2007,Malta,40,20,29,0.729,31
2007,Montenegro,47,58,44,-0.28,51
2007,Taiwan,22,38,2,0.742,22
2007,Ukraine,80,76,52,0.695,66
2007,Thailand,62,55,62,0.064,62
2007,Syria,79,85,76,0.364,81
2007,Slovenia,34,27,21,0.557,30
2007,Slovakia,35,37,34,0.612,38
2007,Serbia,61,63,54,0.529,55
2007,Sweden,9,3,11,-0.139,15
2007,Tunisia,56,49,69,0.087,57
2007,Qatar,23,41,30,3.963,17
2007,Romania,42,52,46,0.236,45
2007,Russia,66,80,45,1.141,52
2007,Saudi Arabia,37,56,43,1.376,41
2007,South Africa,57,46,79,0.709,58
2007,Vietnam,86,71,78,-0.48,83
2007,United States,15,17,13,1.795,6
2007,Uruguay,73,32,49,-0.458,46
2007,Turkey,67,48,64,0.28,56
2007,Lebanon,62,75,56,0.273,65
2007,Ecuador,63,84,63,0.032,77
2007,Canada,19,12,12,1.386,8
2007,Switzerland,2,4,4,0.318,4
2007,Chile,33,22,42,-0.056,37
2007,China,45,68,75,0.353,67
2007,Brazil,46,59,71,-0.528,68
2007,Colombia,81,60,67,-0.29,74
2007,Costa Rica,68,42,53,-0.498,53
2007,Cyprus,25,23,28,0.762,23
2007,Czech Republic,39,31,25,1.103,32
2007,Germany,13,16,3,0.784,10
2007,Denmark,3,1,9,0.62,2
2007,Belarus,75,87,48,0.547,70
2007,United Arab Emirates,17,36,31,2.233,20
2007,Argentina,70,62,38,0.351,49
2007,Armenia,54,67,59,0.145,60
2007,Austria,7,5,15,0.391,13
2007,Azerbaijan,59,83,70,0.34,72
2007,Belgium,8,19,12,0.956,14
2007,Bulgaria,74,50,47,0.614,47
2007,Bahrain,36,43,40,2.202,34
2007,Bosnia And Herzegovina,49,72,68,0.3,64
2007,Australia,14,11,6,1.727,3
2007,Algeria,65,77,73,0.378,71
2007,Hungary,31,30,37,0.439,36
2007,Indonesia,72,73,80,-0.434,82
2007,India,83,53,83,-0.494,84
2007,Ireland,16,14,16,1.014,12
2007,Iran,64,86,60,0.752,69
2007,Israel,30,29,20,0.869,28
2007,Italy,18,40,22,0.68,24
2007,Jordan,60,47,61,0.368,48
2007,Japan,4,21,17,0.931,15
2007,Kazakhstan,77,81,51,1.287,61
2007,South Korea,28,28,24,1.065,26
2007,Kuwait,26,44,41,2.779,27
2007,Iceland,21,9,10,-0.426,19
2007,Croatia,38,45,39,0.224,42
2007,Hong Kong,29,13,18,0.822,21
2007,Egypt,82,70,77,0.207,78
2007,Spain,24,25,26,0.65,25
2007,Estonia,51,24,27,1.188,33
2007,Finland,10,2,8,0.688,7
2007,France,11,18,23,0.475,18
2007,Greece,27,33,26,0.848,29
2007,Georgia,69,54,55,-0.364,63
2007,United Kingdom,5,15,14,0.875,9
2007,Singapore,12,6,19,0.878,11
2008,Austria,11,10,17,0.371,14
2008,Nicaragua,85,79,82,-0.806,83
2008,Netherlands,7,11,9,0.951,7
2008,Norway,2,8,1,-0.14,4
2008,Nepal,77,80,85,-1.392,85
2008,New Zealand,28,6,7,0.37,18
2008,Pakistan,80,85,86,-0.603,84
2008,Panama,71,49,50,-0.093,57
2008,Peru,58,65,72,-0.341,73
2008,Philippines,65,70,76,-0.465,77
2008,Poland,36,39,34,0.722,37
2008,Portugal,27,25,38,0.149,31
2008,Malaysia,51,43,56,0.744,44
2008,Lithuania,42,38,31,0.176,40
2008,Latvia,38,37,35,-0.116,41
2008,Taiwan,22,33,3,0.707,24
2008,Morocco,55,66,83,-0.002,78
2008,Moldova,69,74,65,0.286,70
2008,Mexico,47,61,58,0.32,52
2008,North Macedonia,63,58,62,0.279,60
2008,Malta,33,19,30,0.727,29
2008,Montenegro,67,54,45,-0.13,53
2008,Mongolia,76,67,74,0.488,72
2008,Qatar,18,34,31,3.609,15
2008,Romania,53,52,43,0.201,46
2008,Russia,48,81,46,1.146,48
2008,Tunisia,49,50,71,0.085,56
2008,Turkey,45,48,66,0.272,49
2008,Ukraine,74,76,53,0.671,64
2008,Uruguay,56,31,49,-0.455,45
2008,Vietnam,84,72,78,-0.424,81
2008,South Africa,54,47,80,0.74,58
2008,United States,8,16,12,1.712,6
2008,Thailand,67,59,64,0.045,63
2008,Saudi Arabia,40,55,44,1.45,43
2008,Singapore,19,4,19,0.839,12
2008,Serbia,73,63,51,0.485,59
2008,Slovakia,37,32,33,0.62,38
2008,Slovenia,31,26,20,0.615,28
2008,Sweden,6,3,12,-0.18,10
2008,Syria,81,83,79,0.366,79
2008,Switzerland,1,5,2,0.323,1
2008,Chile,43,22,40,-0.048,39
2008,China,61,64,75,0.377,71
2008,Colombia,62,60,69,-0.287,69
2008,Costa Rica,75,41,52,-0.484,55
2008,Cyprus,16,21,28,0.741,20
2008,Czech Republic,39,28,26,1.028,34
2008,Germany,4,15,4,0.793,5
2008,Denmark,14,1,6,0.539,8
2008,Algeria,64,78,73,0.388,74
2008,Canada,5,11,10,1.309,3
2008,United Arab Emirates,24,35,32,2.222,22
2008,Armenia,79,62,59,0.172,68
2008,Australia,10,9,5,1.707,2
2008,Azerbaijan,54,82,68,0.376,71
2008,Belgium,17,18,11,0.958,16
2008,Ecuador,60,84,63,0.046,75
2008,Bulgaria,72,51,48,0.567,50
2008,Bahrain,35,42,41,2.221,33
2008,Bosnia And Herzegovina,59,68,67,0.361,65
2008,Belarus,66,87,47,0.581,66
2008,Brazil,41,56,70,-0.517,60
2008,Egypt,78,69,77,0.212,76
2008,Spain,20,24,27,0.553,23
2008,Indonesia,83,73,81,-0.458,80
2008,India,82,57,84,-0.456,82
2008,Ireland,15,12,16,0.963,11
2008,Iran,52,86,60,0.764,67
2008,Iceland,23,7,13,-0.582,21
2008,Israel,26,27,21,0.818,26
2008,Italy,13,40,22,0.615,25
2008,Jordan,70,45,61,0.339,54
2008,Kazakhstan,46,77,55,1.54,47
2008,South Korea,50,30,23,1.077,35
2008,Kuwait,25,44,42,2.822,27
2008,Lebanon,57,75,54,0.375,61
2008,Japan,12,20,18,0.878,17
2008,Hungary,34,29,37,0.427,36
2008,Estonia,44,23,29,0.995,32
2008,Finland,21,2,8,0.479,15
2008,France,3,17,24,0.445,13
2008,United Kingdom,9,14,14,0.832,9
2008,Georgia,68,53,57,-0.385,62
2008,Greece,29,36,25,0.805,30
2008,Hong Kong,30,13,15,0.821,19
2008,Croatia,32,46,39,0.175,42
2008,Argentina,57,71,36,0.359,51
2009,Malaysia,55,44,51,0.667,43
2009,Nicaragua,80,77,79,-0.833,83
2009,Netherlands,12,8,7,0.907,8
2009,Norway,2,7,1,-0.108,2
2009,Nepal,86,83,82,-1.363,85
2009,New Zealand,29,4,6,0.244,20
2009,Pakistan,83,84,83,-0.599,84
2009,Panama,41,52,49,-0.01,47
2009,Peru,66,67,70,-0.32,71
2009,Philippines,77,70,74,-0.464,79
2009,Poland,35,37,33,0.675,35
2009,Portugal,33,25,37,0.103,33
2009,Lithuania,37,36,31,0.108,37
2009,Latvia,31,38,36,-0.22,39
2009,Taiwan,4,32,4,0.751,15
2009,Morocco,47,65,80,-0.002,74
2009,Moldova,65,71,63,0.271,67
2009,Mexico,51,61,55,0.316,53
2009,North Macedonia,54,58,58,0.206,58
2009,Malta,34,21,30,0.671,30
2009,Montenegro,58,54,44,-0.449,51
2009,Mongolia,84,69,71,0.511,72
2009,Romania,43,55,41,0.108,44
2009,Russia,52,78,45,1.069,49
2009,Ukraine,72,81,53,0.567,66
2009,Uruguay,60,33,47,-0.465,45
2009,United States,7,17,11,1.561,6
2009,Vietnam,87,72,77,-0.371,81
2009,Thailand,56,59,61,0.026,59
2009,South Africa,53,47,75,0.696,54
2009,Turkey,49,49,62,0.256,49
2009,Tunisia,71,51,68,0.057,61
2009,Saudi Arabia,38,57,43,1.456,41
2009,Singapore,3,6,19,0.824,5
2009,Serbia,62,62,50,0.364,56
2009,Slovakia,36,35,34,0.521,36
2009,Slovenia,28,26,21,0.491,25
2009,Sweden,10,3,13,-0.267,14
2009,Syria,69,79,76,0.347,78
2009,Qatar,19,28,32,3.308,10
2009,Switzerland,1,5,2,0.294,1
2009,Chile,48,22,40,-0.086,38
2009,China,57,67,72,0.421,64
2009,Colombia,67,66,65,-0.294,69
2009,Costa Rica,68,40,48,-0.504,50
2009,Cyprus,23,23,27,0.699,22
2009,Czech Republic,46,29,26,0.949,31
2009,Germany,20,15,3,0.718,13
2009,Denmark,5,1,9,0.483,4
2009,Algeria,81,80,69,0.395,75
2009,Brazil,45,56,67,-0.565,60
2009,Australia,13,10,5,1.697,3
2009,Armenia,78,64,56,0.112,65
2009,Argentina,40,73,35,0.316,46
2009,United Arab Emirates,21,39,34,1.966,21
2009,Austria,17,11,16,0.272,16
2009,Azerbaijan,75,82,64,0.313,73
2009,Belgium,9,18,8,0.872,11
2009,Bulgaria,63,50,46,0.451,48
2009,Bahrain,39,43,42,2.093,34
2009,Bosnia And Herzegovina,64,68,66,0.314,63
2009,Belarus,82,86,46,0.546,68
2009,Canada,16,9,10,1.195,8
2009,Egypt,85,63,73,0.219,76
2009,Indonesia,70,74,78,-0.408,80
2009,India,88,60,81,-0.416,82
